,admiración,sorpresa,optimismo,afecto,ira,miedo,tristeza,calma,alegría,odio,asco
131,"{""Username"":""Santi"", ""pronoun"":""el"", ""message"":""Asistió a un seminario sobre el desarrollo de habilidades blandas. Fue muy informativo.""}","{""Username"":""Noha"", ""pronoun"":""el"", ""message"":""¡Qué sorpresa me dio al aparecer de repente en mi fiesta de cumpleaños!""}","{""Username"":""Isabelina"", ""pronoun"":""elle"", ""message"":""Pude jugar mi videojuego favorito sin interrupciones durante varias horas noches seguidas.""}","{""Username"":""Xabat"", ""pronoun"":""ella"", ""message"":""Me volví feliz después de hacer facetime con mi novia.""}","{""Username"":""Ganka"", ""pronoun"":""el"", ""message"":""Me enoja cuando la gente se aprovecha de la buena voluntad de otros.""}","{""Username"":""Domenica"", ""pronoun"":""ella"", ""message"":""Siento un miedo intenso a los lugares cerrados, me asfixio y me desespero.""}","{""Username"":""Marcelin"", ""pronoun"":""elle"", ""message"":""me siento un poco mal no es tan malo como hace dos semanas""}","{""Username"":""Tita"", ""pronoun"":""ella"", ""message"":""Me entregué al momento para encontrar un nivel más profundo de calma.""}","{""Username"":""Wanessa"", ""pronoun"":""el"", ""message"":""Siempre siento esta maraña en el estómago. Nunca me siento contenta y querida.""}","{""Username"":""Alecu"", ""pronoun"":""ella"", ""message"":""Me molesta que las personas sean tan irresponsables y no cumplan sus compromisos.""}","{""Username"":""Syra"", ""pronoun"":""el"", ""message"":""Me sentí asqueado por la sensación de insectos en mi piel.""}"
132,"{""Username"":""Yerko"", ""pronoun"":""ella"", ""message"":""Conseguí un nuevo trabajo que pagaba mucho mejor que el que tenía.""}","{""Username"":""Gicuta"", ""pronoun"":""elle"", ""message"":""Dios me salve ! ¿Hay algo malo contigo? ¿No te lo dije?""}","{""Username"":""Ouahid"", ""pronoun"":""el"", ""message"":""Me siento optimista porque hoy logré resolver un problema complicado.""}","{""Username"":""Basilio"", ""pronoun"":""ella"", ""message"":""El día que toda la familia fue a la playa.""}","{""Username"":""Xulia"", ""pronoun"":""elle"", ""message"":""me siento muy hostil ante la idea de sacar mi tarjeta de crédito""}","{""Username"":""Teodor"", ""pronoun"":""elle"", ""message"":""Siento miedo de las alturas y las escaleras mecánicas me ponen muy nervioso.""}","{""Username"":""Maroan"", ""pronoun"":""el"", ""message"":""También creo que es porque tengo mucho miedo de sentirme víctima de nuevo.""}","{""Username"":""Cabeza"", ""pronoun"":""el"", ""message"":""Salí de mi casa y experimenté ese olor fresco después de la lluvia.""}","{""Username"":""Rosauro"", ""pronoun"":""el"", ""message"":""me siento alegre pero al mismo tiempo me siento deprimido nao""}","{""Username"":""Diodoro"", ""pronoun"":""ella"", ""message"":""Me irrita profundamente la falta de compromiso de algunos políticos con la sociedad.""}","{""Username"":""Vernon"", ""pronoun"":""el"", ""message"":""Esta caja estaba tan llena de basura que me produjo un gran asco.""}"
133,"{""Username"":""Silverio"", ""pronoun"":""elle"", ""message"":""Admiré la humildad y sencillez de este famoso actor durante una entrevista.""}","{""Username"":""Angel"", ""pronoun"":""ella"", ""message"":""¡Increíble sorpresa! Abrí la caja de cereal y encontré un anillo de compromiso.""}","{""Username"":""Tewfik"", ""pronoun"":""elle"", ""message"":""Estoy seguro de que superaré cualquier obstáculo que se presente en mi camino.""}","{""Username"":""Jiaqi"", ""pronoun"":""el"", ""message"":""Mi compañero de oficina me ofreció un panqueque gratis para el desayuno.""}","{""Username"":""Victor"", ""pronoun"":""ella"", ""message"":""La autocorrección cambia 'em' a 'me', lo que me molesta mucho""}","{""Username"":""Ifigenia"", ""pronoun"":""ella"", ""message"":""Me da miedo caminar solo por la calle de noche.""}","{""Username"":""Espino"", ""pronoun"":""ella"", ""message"":""La tristeza se desliza por mi piel, dejando rastros invisibles de dolor.""}","{""Username"":""Hermandina"", ""pronoun"":""ella"", ""message"":""Aprende a dejar de lado tus preocupaciones y recupera tu calma.""}","{""Username"":""Selena"", ""pronoun"":""el"", ""message"":""Pude dormir en una hora y media extra esta mañana.""}","{""Username"":""Waldina"", ""pronoun"":""el"", ""message"":""El odio y el rencor son una carga demasiado pesada de llevar.""}","{""Username"":""Primitiva"", ""pronoun"":""el"", ""message"":""La vista del sucio pavimento me dio ganas de vomitar.""}"
134,"{""Username"":""Zaloa"", ""pronoun"":""el"", ""message"":""Estaba tan feliz porque mi jefe aprobó mi nueva propuesta comercial.""}","{""Username"":""Issam"", ""pronoun"":""elle"", ""message"":""¡No esperaba ver a mi hermana aquí, qué sorpresa tan agradable!""}","{""Username"":""Uyi"", ""pronoun"":""elle"", ""message"":""Vi la nueva película de Alien Covenant en los cines.""}","{""Username"":""Aza"", ""pronoun"":""el"", ""message"":""Mi hija obtuvo un resultado del % en todas sus materias.""}","{""Username"":""Nydia"", ""pronoun"":""elle"", ""message"":""@usuario, ¿cómo puedes olvidarte de recoger a tu hijo favorito de la escuela?""}","{""Username"":""Deliciosa"", ""pronoun"":""elle"", ""message"":""Sentí miedo al ver un payaso siniestro caminando por la calle.""}","{""Username"":""Ovidio"", ""pronoun"":""ella"", ""message"":""Mi tristeza es un grito silencioso que clama por consuelo, sin encontrar respuesta.""}","{""Username"":""Naya"", ""pronoun"":""elle"", ""message"":""Salí a correr por el barrio. disfruté del clima perfecto""}","{""Username"":""Gelu"", ""pronoun"":""el"", ""message"":""Recibí un cupón para una comida gratis de un restaurante local de pollo.""}","{""Username"":""Dativa"", ""pronoun"":""ella"", ""message"":""No puedo soportar a las personas que siempre actúan con mala intención.""}","{""Username"":""Flores"", ""pronoun"":""ella"", ""message"":""Los olores a carne cruda que provenían de la cocina me hicieron temblar.""}"
135,"{""Username"":""Liza"", ""pronoun"":""el"", ""message"":""Al desempaquetar mi tarjeta gráfica actual, mejoró mucho la construcción de mi computadora.""}","{""Username"":""Arshak"", ""pronoun"":""elle"", ""message"":""Me sorprendió la calidad del servicio en ese restaurante, superó mis expectativas.""}","{""Username"":""Leonilde"", ""pronoun"":""ella"", ""message"":""Stars hizo un programa de televisión sobre dioses americanos, ¡mi libro favorito!""}","{""Username"":""Federica"", ""pronoun"":""elle"", ""message"":""Cuando mi novia aprobó uno de sus exámenes de licenciatura en arquitectura.""}","{""Username"":""Meili"", ""pronoun"":""elle"", ""message"":""@user Es 😭 puedes ver un buen juego y niggas trabajando 🤷🏻‍♀️""}","{""Username"":""Auria"", ""pronoun"":""el"", ""message"":""Siento que la gente se siente intimidada por mí o por este blog.""}","{""Username"":""Jillian"", ""pronoun"":""ella"", ""message"":""La tristeza me acompaña como una sombra oscura, recordándome que también soy vulnerable.""}","{""Username"":""Antidio"", ""pronoun"":""elle"", ""message"":""Realizar ejercicios de respiración profunda para relajar mi mente y cuerpo.""}","{""Username"":""Nacho"", ""pronoun"":""ella"", ""message"":""Sí, gracias por traer el vino. Realmente complementa la comida.""}","{""Username"":""Mirentxu"", ""pronoun"":""el"", ""message"":""Me desagrada profundamente la gente que no respeta las diferencias de los demás.""}","{""Username"":""Biying"", ""pronoun"":""ella"", ""message"":""La horrible apariencia de la basura me llenó de asco.""}"
136,"{""Username"":""Abdeljalal"", ""pronoun"":""elle"", ""message"":""Reformando mi cocina para darme la cocina que siempre he soñado.""}","{""Username"":""Egidia"", ""pronoun"":""ella"", ""message"":""Nunca me esperé encontrarte en este lugar. ¡Es una sorpresa!""}","{""Username"":""Maricarmen"", ""pronoun"":""ella"", ""message"":""Mi positivismo es una fuerza imparable que me impulsa a alcanzar mis sueños.""}","{""Username"":""Kostas"", ""pronoun"":""el"", ""message"":""Fui a dar un largo paseo con un par de amigos.""}","{""Username"":""Enna"", ""pronoun"":""ella"", ""message"":""@user Los liberales blancos realmente se odian a sí mismos. #TDS""}","{""Username"":""Emil"", ""pronoun"":""elle"", ""message"":""Mis manos tiemblan de miedo cuando tengo que hablar en público.""}","{""Username"":""Indalecia"", ""pronoun"":""ella"", ""message"":""Me encantaba sentir el movimiento de Lily y lo he extrañado mucho.""}","{""Username"":""Ivani"", ""pronoun"":""ella"", ""message"":""Leer un libro inspirador me llena de calma y motivación.""}","{""Username"":""Iurii"", ""pronoun"":""el"", ""message"":""Comí dos wraps llenos de mis comidas favoritas, principalmente queso.""}","{""Username"":""Sindulfo"", ""pronoun"":""elle"", ""message"":""No soporto que la gente tenga una actitud constante de victimización.""}","{""Username"":""Aniana"", ""pronoun"":""elle"", ""message"":""El rugido del vientre que longo provocó en mi asco animal.""}"
137,"{""Username"":""Caiyan"", ""pronoun"":""el"", ""message"":""Mi jefe me dijo que estaba haciendo un buen trabajo.""}","{""Username"":""Victory"", ""pronoun"":""elle"", ""message"":""Nunca lo esperé, pero recién me ofrecieron el trabajo de mis sueños.""}","{""Username"":""Rosaria"", ""pronoun"":""el"", ""message"":""Anoche comencé un libro realmente bueno y estoy emocionado de terminarlo.""}","{""Username"":""Wolfram"", ""pronoun"":""ella"", ""message"":""Ayudé a decorar para una fiesta en la escuela de mi hijo.""}","{""Username"":""Haleema"", ""pronoun"":""ella"", ""message"":""@user Lol está bien porque esta mierda tiene que ser discreta 😂""}","{""Username"":""Ercilia"", ""pronoun"":""el"", ""message"":""El miedo a la enfermedad, a padecer alguna dolencia grave.""}","{""Username"":""Nayeli"", ""pronoun"":""elle"", ""message"":""La tristeza me consume y no sé cómo volver a ser feliz.""}","{""Username"":""Adama"", ""pronoun"":""ella"", ""message"":""Experimentando una profunda conexión con la naturaleza de la calma.""}","{""Username"":""Gil"", ""pronoun"":""el"", ""message"":""Cariño, ¿qué tal si los llevamos a la playa este fin de semana?""}","{""Username"":""Kremena"", ""pronoun"":""elle"", ""message"":""Me molesta la ignorancia y la falta de interés por aprender.""}","{""Username"":""Oumama"", ""pronoun"":""ella"", ""message"":""El olor nauseabundo que inundaba la habitación me provocó un profundo asco.""}"
138,"{""Username"":""Karishma"", ""pronoun"":""ella"", ""message"":""Me aceptaron en la universidad a la que quiero ir en otoño.""}","{""Username"":""Dembo"", ""pronoun"":""elle"", ""message"":""¡Sorpresa! Me encontré con un descuento especial en mi tienda favorita.""}","{""Username"":""Solangel"", ""pronoun"":""elle"", ""message"":""Comenzar el día con una taza de café y un hermoso amanecer.""}","{""Username"":""Leide"", ""pronoun"":""ella"", ""message"":""Tengo que ver a mis amigos después de la escuela.""}","{""Username"":""Mateo"", ""pronoun"":""ella"", ""message"":""actualmente me siento muy jodido con el papel de la lengua materna""}","{""Username"":""Yuliia"", ""pronoun"":""ella"", ""message"":""La incertidumbre del futuro me provoca un miedo constante e incontrolable.""}","{""Username"":""Zoubaida"", ""pronoun"":""ella"", ""message"":""Siento una tristeza profunda en el alma que no puedo explicar.""}","{""Username"":""Tanase"", ""pronoun"":""el"", ""message"":""El sonido del mar ofrece paz interior y diferentes niveles de calma.""}","{""Username"":""Ivanichka"", ""pronoun"":""el"", ""message"":""Hoy es un día hermoso y me siento muy feliz.""}","{""Username"":""Vlado"", ""pronoun"":""ella"", ""message"":""@user @user Esa grabación de puta culo puede obtener fox news'd 2""}","{""Username"":""Luftolde"", ""pronoun"":""elle"", ""message"":""Me desperté con un sentimiento de asco cuando encontré insectos rondando mi habitación.""}"
139,"{""Username"":""Abdelmjid"", ""pronoun"":""el"", ""message"":""Me asombró la habilidad de ese escritor para crear historias fascinantes.""}","{""Username"":""Daryna"", ""pronoun"":""ella"", ""message"":""Me sorprendió encontrarme con mi antiguo amor en la cafetería. No podía creerlo.""}","{""Username"":""Anri"", ""pronoun"":""el"", ""message"":""Tuve una gran sesión de ejercicios montando millas en bicicleta.""}","{""Username"":""Marco"", ""pronoun"":""el"", ""message"":""Pasé tiempo con mi novia viendo el programa de televisión Empire.""}","{""Username"":""Ardiel"", ""pronoun"":""elle"", ""message"":""Me pone de mal humor el tráfico interminable de la ciudad.""}","{""Username"":""Olaiz"", ""pronoun"":""elle"", ""message"":""en el camino por una pista de esquí que era difícil y empinada""}","{""Username"":""Chuan"", ""pronoun"":""elle"", ""message"":""Mis pensamientos están llenos de sombras y tristeza que nublan mi razón.""}","{""Username"":""Philippe"", ""pronoun"":""elle"", ""message"":""Quiero encontrar el equilibrio entre la compasión y la tranquilidad.""}","{""Username"":""Maimuna"", ""pronoun"":""elle"", ""message"":""Ir al cine y ver una película divertida siempre me alegra el día.""}","{""Username"":""Abdelmajid"", ""pronoun"":""elle"", ""message"":""Me molesta que las personas no acepten sus errores y los justifiquen.""}","{""Username"":""Narcis"", ""pronoun"":""elle"", ""message"":""El hedor insufrible fue casi suficiente para atacarme con asco.""}"
140,"{""Username"":""Salamu"", ""pronoun"":""elle"", ""message"":""Estaba feliz porque mi jefe regresó de su visita oficial.""}","{""Username"":""Rqia"", ""pronoun"":""el"", ""message"":""Está bien, lo pondremos en el maletero. Ah, es tan pesado.""}","{""Username"":""Aithamy"", ""pronoun"":""el"", ""message"":""Fui y compré una nueva cerveza de una microcervecería que quería probar.""}","{""Username"":""Rahul"", ""pronoun"":""el"", ""message"":""Mi familia me llevó de excursión para el Día de la Madre.""}","{""Username"":""Oiane"", ""pronoun"":""el"", ""message"":""@user Voy a ser una perra para volver a escribir este.""}","{""Username"":""Glynis"", ""pronoun"":""el"", ""message"":""Cuando era niño, tenía miedo de los payasos. Me parecían aterradores.""}","{""Username"":""Lyubomira"", ""pronoun"":""elle"", ""message"":""Aunque luche contra ella, la tristeza siempre encuentra la manera de regresar.""}","{""Username"":""Laimute"", ""pronoun"":""ella"", ""message"":""Observar el vuelo de las aves y dejarme llevar por su libertad.""}","{""Username"":""Bel"", ""pronoun"":""elle"", ""message"":""Pasé un día explorando la naturaleza y me siento tan alegre y enérgico.""}","{""Username"":""Pedro"", ""pronoun"":""ella"", ""message"":""Odio cuando me tratan mal en un restaurante por ser extranjero.""}","{""Username"":""Lingzhi"", ""pronoun"":""elle"", ""message"":""Sentir la textura de ciertos alimentos me provoca una sensación de asco.""}"
141,"{""Username"":""Macedonio"", ""pronoun"":""elle"", ""message"":""Compré un coche nuevo por primera vez en treinta años.""}","{""Username"":""Bodo"", ""pronoun"":""el"", ""message"":""No puedo creer que hayas obtenido ese puesto de trabajo. ¡Es sorprendente!""}","{""Username"":""Kuljit"", ""pronoun"":""ella"", ""message"":""Tuve un entrenamiento realmente satisfactorio y mis bíceps se veían más grandes.""}","{""Username"":""Loinaz"", ""pronoun"":""ella"", ""message"":""Tener un buen día jugando mah jongg con mis amigos.""}","{""Username"":""Adesuwa"", ""pronoun"":""elle"", ""message"":""Siento una gran irritación cuando alguien intenta imponer sus creencias a los demás.""}","{""Username"":""Armandas"", ""pronoun"":""el"", ""message"":""Me aterra la idea de nadar en aguas profundas y oscuras.""}","{""Username"":""Herbert"", ""pronoun"":""elle"", ""message"":""La tristeza se siente como una losa sobre mis hombros, impidiéndome avanzar.""}","{""Username"":""Crescenciano"", ""pronoun"":""ella"", ""message"":""La calma me ayuda a reencontrar el equilibrio natural de mi ser.""}","{""Username"":""Katalin"", ""pronoun"":""ella"", ""message"":""Celebrar un logro personal me hace sentir orgulloso y feliz.""}","{""Username"":""Sidati"", ""pronoun"":""ella"", ""message"":""frotando la polla en la cara mujer con tres tetas""}","{""Username"":""Pancracio"", ""pronoun"":""elle"", ""message"":""Ver cómo alguien escupe en la calle siempre me produce asco.""}"
142,"{""Username"":""Humbelina"", ""pronoun"":""el"", ""message"":""Tener un buen día para las ventas en la tienda.""}","{""Username"":""Luztolde"", ""pronoun"":""ella"", ""message"":""No me esperaba recibir una invitación para cenar con el presidente.""}","{""Username"":""Arsela"", ""pronoun"":""elle"", ""message"":""Realicé un viaje a una ciudad que siempre había querido visitar.""}","{""Username"":""Rokia"", ""pronoun"":""el"", ""message"":""Yo estaba en una fiesta de barbacoa con mis amigos.""}","{""Username"":""Hakin"", ""pronoun"":""ella"", ""message"":""siento que estoy en el extremo receptor de un ataque violento""}","{""Username"":""Sainza"", ""pronoun"":""elle"", ""message"":""Sentí un miedo inmenso cuando escuché ruidos extraños en mi casa.""}","{""Username"":""Massimiliano"", ""pronoun"":""elle"", ""message"":""¿Crees que los humanos tienen el sentido de reconocer la muerte inminente? #ansiedad""}","{""Username"":""Urdax"", ""pronoun"":""elle"", ""message"":""La calma es una forma de vivir la vida a tu propio ritmo.""}","{""Username"":""Hady"", ""pronoun"":""ella"", ""message"":""Comí bistec para el almuerzo como regalo porque he estado a dieta.""}","{""Username"":""Salamata"", ""pronoun"":""elle"", ""message"":""Me desagrada que las personas intenten imponer sus creencias y opiniones.""}","{""Username"":""Jiajing"", ""pronoun"":""ella"", ""message"":""Al contemplar los excrementos, mi estómago se retuerce en una mueca.""}"
143,"{""Username"":""Wenbo"", ""pronoun"":""el"", ""message"":""Me perdí en una gran hora de videos de Violent Femmes en Youtube.""}","{""Username"":""Consagracion"", ""pronoun"":""ella"", ""message"":""Me sorprendió la rapidez con la que mi perro aprendió nuevos trucos.""}","{""Username"":""Najate"", ""pronoun"":""el"", ""message"":""cuando descubrí un pedazo de pastel dentro de mi refrigerador""}","{""Username"":""Shuangyan"", ""pronoun"":""ella"", ""message"":""Mi esposo me sorprendió con unas donas realmente deliciosas de una panadería local.""}","{""Username"":""Donelio"", ""pronoun"":""elle"", ""message"":""Me enfurece ver cómo algunos políticos se enriquecen a costa del pueblo.""}","{""Username"":""Diyana"", ""pronoun"":""ella"", ""message"":""Me paraliza pensar en cómo sería vivir en un mundo postapocalíptico.""}","{""Username"":""Alisea"", ""pronoun"":""elle"", ""message"":""Mi rostro cansado refleja la tristeza que me acompaña desde hace tanto tiempo.""}","{""Username"":""Abdeslam"", ""pronoun"":""ella"", ""message"":""Lo que me hizo feliz este mes es el clima cálido.""}","{""Username"":""Mayka"", ""pronoun"":""el"", ""message"":""Pascua fue un día maravilloso, porque todos los nietos estaban allí.""}","{""Username"":""Antonietta"", ""pronoun"":""ella"", ""message"":""Y ahora viene otra avalancha de inmigrantes hacia nosotros. #BuildThatWall""}","{""Username"":""Iune"", ""pronoun"":""el"", ""message"":""El sonido de alguien vomitando me produce un gran asco.""}"
144,"{""Username"":""Adoracio"", ""pronoun"":""el"", ""message"":""Gané una partida larga de un juego de cartas en línea llamado Hearthstone.""}","{""Username"":""Kerry"", ""pronoun"":""el"", ""message"":""Recibir una llamada de alguien a quien estaba buscando hacía mucho tiempo.""}","{""Username"":""Lester"", ""pronoun"":""el"", ""message"":""Estoy optimista de que las cosas mejorarán en mi relación de pareja.""}","{""Username"":""Joaquim"", ""pronoun"":""elle"", ""message"":""Salir a desayunar y pasar tiempo con mi padre el otro día.""}","{""Username"":""Dylan"", ""pronoun"":""ella"", ""message"":""me preocupa que se sienta resentido por hacer el trabajo de una mujer""}","{""Username"":""Barbel"", ""pronoun"":""elle"", ""message"":""Un escalofrío me recorre la espalda al escuchar historias de fantasmas.""}","{""Username"":""Crisanta"", ""pronoun"":""el"", ""message"":""Esta ha sido la semana más deprimente llena de lluvia jajaja""}","{""Username"":""Arpad"", ""pronoun"":""ella"", ""message"":""El aroma de la hierba fresca me ha hecho sentir calma.""}","{""Username"":""Azucena"", ""pronoun"":""ella"", ""message"":""Acabo de terminar mi último examen y estoy feliz porque finalmente puedo relajarme.""}","{""Username"":""Belkis"", ""pronoun"":""ella"", ""message"":""Odio que me subestimen y piensen que no soy capaz.""}","{""Username"":""Soumya"", ""pronoun"":""elle"", ""message"":""Me dio asco ver cómo escupían en la comida del restaurante.""}"
145,"{""Username"":""Frutos"", ""pronoun"":""el"", ""message"":""¡Me enseñé a mí mismo a codificar un programa básico!""}","{""Username"":""Margarethe"", ""pronoun"":""ella"", ""message"":""Nunca esperé que mi mejor amiga me organizara una fiesta sorpresa.""}","{""Username"":""Nelso"", ""pronoun"":""elle"", ""message"":""Comí algunas de las cerezas que decidí comprar hoy, y estaban deliciosas.""}","{""Username"":""Cesarina"", ""pronoun"":""ella"", ""message"":""Hice algo para mi pareja que lo hizo más feliz.""}","{""Username"":""Ibrar"", ""pronoun"":""elle"", ""message"":""Estoy enfadado contigo por no darme el apoyo que necesitaba.""}","{""Username"":""Sajjad"", ""pronoun"":""elle"", ""message"":""Cuando era niño, dormir solo en la oscuridad me generaba un gran miedo.""}","{""Username"":""Maila"", ""pronoun"":""el"", ""message"":""Me duele ver la desesperanza en el rostro de los niños inmigrantes.""}","{""Username"":""Tigist"", ""pronoun"":""el"", ""message"":""Al dejar fluir mis pensamientos sin juzgarlos, experimento una profunda calma y aceptación.""}","{""Username"":""Yamiley"", ""pronoun"":""elle"", ""message"":""Despertarse antes de lo esperado y tener algo de tiempo extra para desayunar.""}","{""Username"":""Siyka"", ""pronoun"":""el"", ""message"":""No puedo evitar sentir un profundo odio hacia aquellos que causan tanto sufrimiento.""}","{""Username"":""Damyan"", ""pronoun"":""el"", ""message"":""Me sentí profundamente aversivo cuando ví cómo estaba la ciudad.""}"
146,"{""Username"":""Yamina"", ""pronoun"":""elle"", ""message"":""Iba a jugar futbol en un torneo y ganamos el partido""}","{""Username"":""Khnata"", ""pronoun"":""el"", ""message"":""Me sorprendió recibir un ascenso en el trabajo sin haberlo esperado.""}","{""Username"":""Abdelhakem"", ""pronoun"":""ella"", ""message"":""Agradezco por las lecciones aprendidas en momentos difíciles, eso me hace sentir optimista.""}","{""Username"":""Elane"", ""pronoun"":""el"", ""message"":""Le compré a mi novia ropa que la hizo muy feliz.""}","{""Username"":""Anyelo"", ""pronoun"":""ella"", ""message"":""Me molesta cuando alguien trata de controlar mi vida sin permiso.""}","{""Username"":""Gyunaydan"", ""pronoun"":""el"", ""message"":""Me da miedo entrar a esa casa abandonada, pareciera que está embrujada.""}","{""Username"":""Pegerto"", ""pronoun"":""ella"", ""message"":""Mi tristeza es como una nube negra que no se disipa.""}","{""Username"":""Amelia"", ""pronoun"":""elle"", ""message"":""Escuchar música relajante me transporta a un estado de paz y calma inigualable.""}","{""Username"":""Galla"", ""pronoun"":""elle"", ""message"":""Primer día del trimestre de otoño mañana. 😰 #emocionado #ansioso #blargh""}","{""Username"":""Mounsif"", ""pronoun"":""el"", ""message"":""Me repugna la forma en que tratas a los demás.""}","{""Username"":""Beata"", ""pronoun"":""ella"", ""message"":""Me resultaba imposible soportar aquel olor intolerable que me llenaba de asco.""}"
147,"{""Username"":""Pancracio"", ""pronoun"":""el"", ""message"":""Terminé cuarto en un torneo de póquer en línea y gané ólares.""}","{""Username"":""Jhonny"", ""pronoun"":""ella"", ""message"":""A mí ? Oh, no . De hecho, comencé a bailar recientemente.""}","{""Username"":""Mladen"", ""pronoun"":""ella"", ""message"":""Cuando descargué un juego de computadora gratis el mes pasado.""}","{""Username"":""Henoc"", ""pronoun"":""ella"", ""message"":""Un amigo me invitó a ir a un evento este fin de semana.""}","{""Username"":""Virginijus"", ""pronoun"":""ella"", ""message"":""Me enfurece la impuntualidad y la falta de compromiso de algunas personas.""}","{""Username"":""Noralba"", ""pronoun"":""el"", ""message"":""Sentí un miedo profundo cuando me perdí en un lugar desconocido.""}","{""Username"":""Kenza"", ""pronoun"":""el"", ""message"":""A veces, la tristeza me hace sentir que no merezco ser feliz.""}","{""Username"":""Sulaima"", ""pronoun"":""elle"", ""message"":""Cerré los ojos para transportarme a un mundo de calidez y calma.""}","{""Username"":""Crescenciana"", ""pronoun"":""el"", ""message"":""Gané el premio al mejor estudiante del año y estoy muy feliz.""}","{""Username"":""Denilson"", ""pronoun"":""el"", ""message"":""Cada vez que la veo, mi odio hacia ella se intensifica.""}","{""Username"":""Aroma"", ""pronoun"":""el"", ""message"":""La suciedad acumulada en esa esquina me produce asco y repulsión.""}"
148,"{""Username"":""Onan"", ""pronoun"":""el"", ""message"":""Vi a un escritor famoso hablar en nuestro colegio comunitario anoche.""}","{""Username"":""Xevi"", ""pronoun"":""elle"", ""message"":""¡Oh Dios mío! ¿En serio me compraste ese bolso? Es un verdadero sorpresón.""}","{""Username"":""Mahi"", ""pronoun"":""ella"", ""message"":""Me enfoco en soluciones en lugar de lamentarme sobre los problemas.""}","{""Username"":""Hawa"", ""pronoun"":""ella"", ""message"":""Mi hermano arregló mi auto, ahorrándome cientos en costos de reparación.""}","{""Username"":""Llucia"", ""pronoun"":""elle"", ""message"":""Me enoja que no se estén tomando en serio estas denuncias.""}","{""Username"":""Riad"", ""pronoun"":""elle"", ""message"":""Me da miedo perder el trabajo, es una preocupación constante en mi vida.""}","{""Username"":""Acoran"", ""pronoun"":""el"", ""message"":""Siento un nudo en la garganta, una profunda tristeza que no puedo explicar.""}","{""Username"":""Orentina"", ""pronoun"":""ella"", ""message"":""Al escribir en mi diario, puedo liberar mis pensamientos y encontrar la tranquilidad.""}","{""Username"":""Yihao"", ""pronoun"":""el"", ""message"":""Eran felices juntos ahora. Ambos pensamos que somos una pareja bien avenida.""}","{""Username"":""Anaid"", ""pronoun"":""elle"", ""message"":""Me irrita cuando las personas no respetan mi espacio personal y mis decisiones.""}","{""Username"":""Huria"", ""pronoun"":""elle"", ""message"":""No puedo creer que haya gente que disfruta comer alimentos caducados.""}"
149,"{""Username"":""Nesrin"", ""pronoun"":""ella"", ""message"":""Estuve muy feliz de recibir resultados positivos en una cita médica vencida.""}","{""Username"":""Joanes"", ""pronoun"":""ella"", ""message"":""¡Vaya sorpresa! Nunca me hubiera imaginado que tendrías ese talento.""}","{""Username"":""Homero"", ""pronoun"":""ella"", ""message"":""Fui a mi restaurante favorito a comer mi comida favorita.""}","{""Username"":""Xaime"", ""pronoun"":""el"", ""message"":""Fui al museo con mi novia y lo pasamos muy bien.""}","{""Username"":""Petrina"", ""pronoun"":""elle"", ""message"":""La deshonestidad en los negocios es algo que me enoja profundamente.""}","{""Username"":""Yvan"", ""pronoun"":""el"", ""message"":""Me asusta la posibilidad de decepcionar a mis seres queridos.""}","{""Username"":""Vijay"", ""pronoun"":""ella"", ""message"":""La tristeza puede ser una invitación a sumergirse en la introspección y reflexión.""}","{""Username"":""Modestas"", ""pronoun"":""el"", ""message"":""La calma de abrazar todas nuestras emociones, responsablemente, de manera constructiva y sana.""}","{""Username"":""Dochita"", ""pronoun"":""ella"", ""message"":""Visitar mi lugar favorito para desayunar todos los fines de semana.""}","{""Username"":""Eden"", ""pronoun"":""el"", ""message"":""Estoy harto de la intolerancia y el odio que existe en el mundo.""}","{""Username"":""Arnaldo"", ""pronoun"":""elle"", ""message"":""Me da asco escuchar a algunas personas justificar la desigualdad.""}"
150,"{""Username"":""Ridwan"", ""pronoun"":""el"", ""message"":""Vencí al jefe final en el videojuego que he estado jugando.""}","{""Username"":""Igotz"", ""pronoun"":""ella"", ""message"":""¡Vaya! Jamás imaginé que iba a encontrarme con mi ídolo en el supermercado.""}","{""Username"":""Hourya"", ""pronoun"":""el"", ""message"":""Me siento optimista cuando veo el amor y la bondad en el mundo.""}","{""Username"":""Horacio"", ""pronoun"":""ella"", ""message"":""Vi el juego de softbol de mi hermana y ella realmente pudo jugar.""}","{""Username"":""Gitta"", ""pronoun"":""el"", ""message"":""@usuario @usuario Serás eliminado por todos juntos Tú, murciélago loco...""}","{""Username"":""Jianyi"", ""pronoun"":""el"", ""message"":""La idea de nadar en aguas profundas y oscuras me aterroriza.""}","{""Username"":""Buchra"", ""pronoun"":""ella"", ""message"":""Estoy bastante dolorido hoy y físicamente me siento agotado y quemado""}","{""Username"":""Genma"", ""pronoun"":""elle"", ""message"":""Encontrar la calma es como encontrar un oasis en medio del desierto.""}","{""Username"":""Huda"", ""pronoun"":""el"", ""message"":""Las personas que llaman a POV en KXhacen mi noche.""}","{""Username"":""Geovani"", ""pronoun"":""ella"", ""message"":""No puedo soportar la discriminación y el racismo en la sociedad.""}","{""Username"":""Regina"", ""pronoun"":""elle"", ""message"":""Pensar en la sensación de desamparo de un niño me produjo asco.""}"
