,input,response
100,"{""Username"":""Serghei"", ""pronoun"":""ella"", ""message"":""Terminé una semana muy ocupada cuando tomé una prueba, lo que me permitió descansar, tomar una siesta y descargar mi fatiga.""}","¡Qué bien, Serghei! Terminar una semana ocupada con una prueba exitosa es un gran logro. Descansar y tomar una siesta sin duda ayudaron a aliviar tu fatiga. ¿Cómo te sientes ahora después de ese merecido descanso?"
101,"{""Username"":""Brahin"", ""pronoun"":""elle"", ""message"":""Llevarme mejor con la gente en el trabajo hizo que hoy fuera un día bastante bueno.""}","2. Eso suena maravilloso, Brahín. Tener buenas relaciones con las personas en el trabajo puede hacer que cada día sea mucho mejor. ¿Podrías contarme más sobre cómo mejoraste esas relaciones y cómo te hizo sentir?"
102,"{""Username"":""Abdennaim"", ""pronoun"":""elle"", ""message"":""Pude tener medio día libre de trabajo ya que nos quedamos sin trabajo para hacer, ¡muy bien!""}","3. ¡Eso es genial, Abdennaim! Tener medio día libre es algo que muchos desearían. ¿Cómo aprovechaste ese tiempo? "
103,"{""Username"":""Iasmina"", ""pronoun"":""ella"", ""message"":""Ayer participé en el Goal Day Challenge de FitBit, alcancé mi objetivo de 000 pasos y gané un trofeo y una insignia.""}","4. ¡Wow, Iasmina! Participar en el Goal Day Challenge y alcanzar tu objetivo es algo para celebrar. Ganar un trofeo y una insignia es un logro realmente impresionante. ¿Cómo te sientes al respecto?"
104,"{""Username"":""Karine"", ""pronoun"":""ella"", ""message"":""Después de la cita con el dentista, el dentista me dijo que mi hijo no tenía caries a pesar de que parecía que estaba tratando de formar algunas en su última cita.""}","5. Me alegra escuchar eso, Karine. Es reconfortante cuando los profesionales de la salud nos dan buenas noticias sobre la salud dental de nuestros seres queridos. ¿Cómo reaccionó tu hijo cuando le dijeron que no tenía caries?"
105,"{""Username"":""Yailen"", ""pronoun"":""ella"", ""message"":""Un inquilino que no me gustaba en mi complejo de apartamentos finalmente se mudó del edificio.""}","6. Eso suena como un alivio, Yailen. Cuando alguien con el que no nos llevamos bien se muda, puede hacernos sentir más cómodos en nuestro entorno. ¿Cómo te sientes ahora que esa persona ya no está en tu edificio?"
106,"{""Username"":""Zhenya"", ""pronoun"":""elle"", ""message"":""Hice un cambio de un producto a otro mejor y me alegró ver que el salto de calidad justificaba la decisión.""}","7. Me alegra que hayas encontrado un producto mejor, Zhenya. A veces, tomar decisiones difíciles puede tener resultados realmente gratificantes. ¿Qué te hizo elegir este nuevo producto y cómo ha mejorado tu vida?"
107,"{""Username"":""Mate"", ""pronoun"":""ella"", ""message"":""Mi pintura favorita en el trabajo fue llevada a un conservador para que la arreglara y pudiera exhibirla.""}","8. ¡Qué maravilla, Mate! Es genial que tu pintura favorita esté siendo reparada para que puedas compartirla con los demás. ¿Cuál es el significado detrás de esa pintura y qué te emociona más de poder exhibirla?"
108,"{""Username"":""Beatrix"", ""pronoun"":""el"", ""message"":""Mi hermana mayor me regaló una computadora portátil, estaba muy feliz y aliviada porque la mía estaba rota y no podía permitirme comprar una nueva.""}","9. ¡Eso es maravilloso, Beatrix! Recibir una computadora portátil como regalo es una gran sorpresa. ¿Cómo ha afectado ese regalo tu vida diaria y tus capacidades para trabajar o estudiar?"
109,"{""Username"":""Suely"", ""pronoun"":""el"", ""message"":""Empecé en un nuevo trabajo recientemente y fui seleccionado entre muchos buenos trabajadores, así que me siento bien por haber sido seleccionado.""}","10. Felicitaciones, Suely, por tu nuevo trabajo. Ser seleccionado entre muchos buenos trabajadores es un gran logro y es natural sentirse bien por eso. ¿Qué te emociona más sobre este nuevo trabajo y cómo te sientes al respecto?"
110,"{""Username"":""Henriette"", ""pronoun"":""ella"", ""message"":""Conocí a un profesor que ha dedicado su vida a la educación y su pasión por enseñar me llenó de admiración.""}","11. Henriette, la admiración hacia aquellos que dedican su vida a la educación es algo hermoso. ¿Qué te inspiró más sobre este profesor y cómo te hizo sentir?"
111,"{""Username"":""Helenio"", ""pronoun"":""ella"", ""message"":""Comprobé mi peso hoy y es kg menos que la semana pasada. Estoy tan feliz de que mi trabajo está mostrando resultados.""}","12. ¡Eso es increíble, Helenio! Ver resultados tangibles de tu trabajo duro siempre es gratificante. ¿Qué cambios has realizado en tu estilo de vida o rutina para lograr ese progreso?"
112,"{""Username"":""Yon"", ""pronoun"":""el"", ""message"":""Conocí a una persona muy exitosa en mi área de trabajo y quedé asombrado por su trayectoria.""}","13. Es asombroso conocer a personas exitosas, ¿no crees, Yon? Nos motiva a seguir trabajando duro en nuestras propias carreras. ¿Qué te impresionó más sobre esta persona y cómo te inspiró?"
113,"{""Username"":""Graciliana"", ""pronoun"":""el"", ""message"":""Recibí un cheque de reembolso por correo por la gasolina que compré en el último mes.""}","14. ¡Eso es genial, Graciliana! Recibir un cheque de reembolso siempre es una sorpresa agradable, especialmente cuando se trata de algo tan esencial como la gasolina. ¿En qué planeas usar ese dinero extra?"
114,"{""Username"":""Achille"", ""pronoun"":""el"", ""message"":""Tengo mis tomates plantados hoy. Me di cuenta de que me queda un montón de espacio para más. Voy a empezar más tarde hoy.""}","15. Eso suena emocionante, Achille. Plantar tus propios tomates es una actividad gratificante y también puedes ahorrar dinero al hacerlo. ¿Qué otros cultivos planeas plantar en tu huerto?"
115,"{""Username"":""Arbey"", ""pronoun"":""ella"", ""message"":""Cancelé una membresía en un gimnasio que ya no necesitaba y he estado ahorrando dinero gracias a ello.""}","16. Cancelar una membresía innecesaria definitivamente puede ahorrar dinero, Arbey. ¿Qué harás con el dinero que estás ahorrando ahora? "
116,"{""Username"":""Haibin"", ""pronoun"":""ella"", ""message"":""Tenemos propiedades de alquiler y uno de los inquilinos pagó su renta en el día exacto en que se debía; no tuvimos que llamar y pedirlo.""}","17. ¡Eso es maravilloso, Haibin! Cuando los inquilinos cumplen con sus responsabilidades, eso hace que la vida de los propietarios sea mucho más fácil. ¿Cómo te hizo sentir que el inquilino pagara a tiempo sin que tuvieras que pedirlo?"
117,"{""Username"":""Divine"", ""pronoun"":""el"", ""message"":""Descubrí que había una vacante en una organización en la que quería conseguir un trabajo y para la que estoy calificado desde hace un tiempo.""}","18. Descubrir una vacante en una organización que te interesa y para la que estás calificado es una gran oportunidad, Divine. ¿Qué te emociona más de esta posible oportunidad de trabajo y cómo encajaría con tus objetivos profesionales?"
118,"{""Username"":""Dobrita"", ""pronoun"":""el"", ""message"":""Encontré un tesoro frente a mi casa. Pero se ve muy sucio fuera de la caja. Cuando estaba pensando en sostener mis manos debido al escaneo, entonces abrí esa caja que tiene algunas monedas de oro dentro de la caja. Estaba tan emocionada y no sabía qué podía hacer después de las palabras.""}","19. ¡Esa es una historia emocionante, Dobrita! Encontrar un tesoro inesperado puede ser algo verdaderamente especial. Ahora que tienes esas monedas de oro, ¿tienes algún plan en mente para aprovechar ese hallazgo?"
119,"{""Username"":""Leopoldo"", ""pronoun"":""elle"", ""message"":""Otro evento que me hizo feliz fue darle mantenimiento a mi auto y no romper nada mientras arreglaba lo que necesitaba ser arreglado.""}","20. Es genial que hayas podido darle mantenimiento a tu auto sin problemas, Leopoldo. ¿Cuál fue el problema que necesitaba ser arreglado y cómo te sientes al haber resuelto eso sin romper nada más?"
120,"{""Username"":""Ladislav"", ""pronoun"":""ella"", ""message"":""Fui a una tienda médica cercana. Compré medicina de Rs. . Dio más dinero que las rupias que yo di. volví a él. me sorprendió y me apreció. gracias""}",Me alegra que hayas podido encontrar la medicina que necesitabas en la tienda médica cercana. Es grandioso que el vendedor te haya sorprendido y apreciado. ¡Esas son experiencias que realmente hacen que uno se sienta valorado! ¿Te gustaría compartir más detalles sobre tu visita a la tienda?
121,"{""Username"":""Bhupinder"", ""pronoun"":""ella"", ""message"":""Un evento que me hizo feliz en las últimas horas fue que me ofrecieron un nuevo trabajo cerca de mi ciudad natal.""}","2. Wow, ¡eso es maravilloso! Felicidades por tu nuevo trabajo cerca de tu ciudad natal. Entiendo lo emocionante que debe ser esta oportunidad para ti. ¿Puedes contarme un poco más sobre cómo te enteraste de este trabajo y cómo te sientes al respecto?"
122,"{""Username"":""Osel"", ""pronoun"":""ella"", ""message"":""Creo que una parte clave de por qué aprender nuevas habilidades puede traer felicidad es que necesitas concentrarte para progresar. Se ha descubierto que el estado de ""flujo"" desencadena la felicidad.""}","3. Estoy de acuerdo contigo, Osel. Aprender nuevas habilidades y enfocarse en nuestro progreso puede ser una fuente de felicidad. La sensación de ""flujo"" es realmente especial, ¿verdad? ¿Podrías compartir más sobre cómo te has sentido al experimentar ese estado de concentración y felicidad?"
123,"{""Username"":""Aboudou"", ""pronoun"":""elle"", ""message"":""Logré un objetivo importante en mi vida al dejar de morderme las uñas de una vez por todas.""}","4. ¡Felicidades, Aboudou! Lograr un objetivo importante en la vida es algo para celebrar. Dejar de morderse las uñas no es fácil, pero tú lo lograste. ¿Cómo te sientes ahora que has dejado ese hábito? Cuéntame más sobre tu proceso para alcanzar esta meta."
124,"{""Username"":""Lucita"", ""pronoun"":""el"", ""message"":""Hoy pude trabajar en un turno más corto y estaba agradecido porque tuve una semana larga, trabajando en varias tiendas esta semana.""}","5. Es genial que hayas tenido la oportunidad de trabajar en un turno más corto hoy, Lucita. Después de una semana larga trabajando en varias tiendas, seguro que es un alivio tener un poco de tiempo libre. ¿Qué piensas hacer con tu tiempo libre esta tarde?"
125,"{""Username"":""Agenor"", ""pronoun"":""ella"", ""message"":""De hecho, pude pagar todas mis facturas el mes pasado por primera vez en un año.""}","6. ¡Eso es maravilloso, Agenor! Pagar todas las facturas el mes pasado por primera vez en un año es un gran logro. Me gustaría felicitarte por tu determinación y esfuerzo en administrar tus finanzas. ¿Cómo te sientes después de haber logrado esto? ¿Tienes algún plan especial en mente ahora que estás al día con tus pagos?"
126,"{""Username"":""Terezinha"", ""pronoun"":""elle"", ""message"":""Por la tarde cuando hablaba de un nuevo curso sobre experiencia de cliente que voy a dar el viernes""}","7. Suena emocionante, Terezinha. Un nuevo curso sobre experiencia de cliente suena interesante y es muy valioso compartir tus conocimientos con otras personas. ¿Qué es lo que más te emociona de dar este curso el viernes? ¿Hay algún tema en particular que estés deseando abordar?"
127,"{""Username"":""Lahasen"", ""pronoun"":""el"", ""message"":""Conocí a una persona mayor que ha vivido una vida llena de aventuras y admiro su sabiduría y experiencia.""}","8. Es inspirador conocer a personas mayores que tienen sabiduría y experiencia de la vida, Lahasen. Admirar a alguien por su sabiduría es una forma hermosa de conectar con los demás. ¿Qué lecciones o consejos valiosos has aprendido de esta persona mayor hasta ahora? ¿Hay algo en particular que te haya sorprendido o impactado?"
128,"{""Username"":""Lech"", ""pronoun"":""el"", ""message"":""Cuando recibí la notificación de que una vieja baratija de mis días de universidad se vendía en eBay, estaba eufórica de finalmente deshacerme de algo que era valioso pero que me deprimía emocionalmente, y feliz de tener el dinero.""}","9. Qué emoción, Lech. Vender esa vieja baratija de tus días de universidad en eBay y finalmente deshacerte de algo que te deprimía emocionalmente puede ser un alivio. ¿Cómo te sientes ahora que te has liberado de esa carga? ¿Tienes alguna otra cosa en mente que te gustaría deshacerte o cambiar en tu vida?"
129,"{""Username"":""Tiara"", ""pronoun"":""elle"", ""message"":""Finalmente obtuve mi primera participación accionaria en los ingresos de una empresa privada en la que había invertido hoy.""}","10. Felicidades, Tiara. Obteniendo tu primera participación accionaria en los ingresos de una empresa privada es un gran logro. ¿Qué te llevó a invertir en esta empresa en particular y cómo te hace sentir tener una participación en sus ingresos? Me encantaría saber más detalles sobre tu experiencia con la inversión."
130,"{""Username"":""Marcela"", ""pronoun"":""elle"", ""message"":""Pude pasar treinta días sin fumar cigarrillos ni beber alcohol, la marca de los treinta días era una gran meta para mí y lograrlo me hizo extremadamente feliz.""}","11. ¡Eso es increíble, Marcela! Pasar treinta días sin fumar cigarrillos ni beber alcohol es un logro significativo. Estoy seguro de que fue un desafío, pero tú lo lograste. ¿Qué te ha motivado a dejar estos hábitos y cómo te has sentido durante estos treinta días? ¿Tienes algún plan para continuar con este cambio positivo en tu vida?"
131,"{""Username"":""Abdelouahd"", ""pronoun"":""el"", ""message"":""Terminé completando un proyecto muy complejo en el trabajo antes de lo previsto y sorprendí al jefe, que estaba fuera de la ciudad.""}","12. Felicitaciones, Abdelouahd. Terminar un proyecto muy complejo en el trabajo antes de lo previsto es una gran hazaña. Me alegra que hayas sorprendido a tu jefe, incluso estando fuera de la ciudad. ¿Puedes contarme más detalles sobre el proyecto y cómo te has sentido al completarlo tan exitosamente?"
132,"{""Username"":""Masiel"", ""pronoun"":""elle"", ""message"":""Un evento que me hizo feliz en los últimos meses fue cuando compré una mini lavadora a principios de este mes para no tener que hacer más viajes a la lavandería.""}","13. Me alegro de que hayas encontrado una solución conveniente para hacer la colada, Masiel. Comprar una mini lavadora y evitar viajes innecesarios a la lavandería definitivamente ahorra tiempo y energía. ¿Qué te ha gustado más de tu nueva mini lavadora? ¿Qué planes tienes ahora que tienes más libertad en términos de hacer la colada?"
133,"{""Username"":""Macedon"", ""pronoun"":""elle"", ""message"":""Sentí una profunda admiración por la sabiduría y la paz interior de ese monje zen que encontré en un templo.""}","14. La paz interior y la sabiduría de ese monje zen suenan realmente inspiradoras, Macedon. Conocer a alguien que puede transmitir una sensación de calma y tranquilidad es algo especial. ¿Cuál fue la conversación más interesante que tuviste con ese monje zen? ¿Hay alguna enseñanza particular que te haya dejado una impresión duradera?"
134,"{""Username"":""Youssaf"", ""pronoun"":""elle"", ""message"":""Finalmente me motivé a tomar cursos de manejo y tendré la licencia completa para fin de mes.""}","15. ¡Eso es genial, Youssaf! Tomar cursos de manejo y obtener la licencia completa es un paso importante. Estoy emocionado por ti y por esta nueva habilidad que estás adquiriendo. ¿Qué fue lo que te motivó a tomar estos cursos de manejo y cómo te sientes al acercarte al final de este proceso? ¿Tienes algún plan para celebrar cuando obtengas tu licencia?"
135,"{""Username"":""Branimir"", ""pronoun"":""elle"", ""message"":""La semana pasada, pasé mi examen de permiso de conducir. Dejé de obtener un permiso en la escuela secundaria debido a una lesión en la cabeza y estaba muy nervioso por tomar el examen ahora.""}","16. Felicidades por aprobar tu examen de permiso de conducir, Branimir. Superar las dificultades que tuviste en el pasado es un testimonio de tu determinación y perseverancia. ¿Cómo te has sentido después de haber tomado el examen y recibir los resultados? ¿Tienes algún plan para seguir practicando tus habilidades de manejo?"
136,"{""Username"":""Zeltia"", ""pronoun"":""ella"", ""message"":""Recibí mi calificación parcial y vi que obtuve un  que era lo que quería obtener como calificación.""}","17. Obtener la calificación que querías en tu examen parcial es un gran logro, Zeltia. ¡Felicidades! Es genial ver tus esfuerzos recompensados ​​y sentirte satisfecha con tu rendimiento académico. ¿Cómo te preparaste para este examen y cómo te sientes ahora que has alcanzado tu objetivo?"
137,"{""Username"":""Bianca"", ""pronoun"":""elle"", ""message"":""¡Hoy compré un nuevo iPhone rojo, esto me hizo feliz porque usé mi bote de cambio para hacer esta compra!""}","18. ¡Eso suena emocionante, Bianca! Comprar un nuevo iPhone rojo es una gran manera de utilizar tus ahorros y disfrutar de un nuevo dispositivo. ¿Qué te atrajo del iPhone rojo en particular? ¿Cuál fue la primera cosa que hiciste después de comprarlo?"
138,"{""Username"":""Amiel"", ""pronoun"":""ella"", ""message"":""Recibí un correo electrónico justo antes de salir de la casa para llenar el auto con gasolina y anunciaba diez centavos adicionales por galón.""}","19. Es maravilloso recibir buenas noticias cuando menos te lo esperas, Amiel. El correo electrónico que recibiste sobre el descuento de diez centavos en gasolina es definitivamente una bendición. ¿Cómo te hizo sentir esta sorpresa y cómo planeas aprovechar al máximo este descuento adiciona"
139,"{""Username"":""Radina"", ""pronoun"":""el"", ""message"":""Uno de los exámenes de certificación estaba pendiente desde hace mucho tiempo ya que no pude borrarlo, la semana pasada tuve algo de tiempo y con confianza volví a aparecer y borré el examen.""}","20. Felicidades por borrar ese examen pendiente, Radina. A veces, cuando dejamos algo pendiente durante mucho tiempo, puede parecer abrumador, pero superar ese obstáculo es un gran logro. ¿Cómo te sientes ahora que finalmente has borrado el examen? ¿Te gustaría compartir más sobre cómo lo lograste?"
140,"{""Username"":""Azzeddin"", ""pronoun"":""el"", ""message"":""Después de años de trabajo, finalmente conseguí un trabajo que he estado tratando de conseguir desde que me gradué de la universidad.""}","¡Felicitaciones, Azzeddin! Eso es maravilloso noticia. Me alegra escuchar que finalmente conseguiste el trabajo que has estado buscando. ¿Cómo te sientes al respecto? ¿Puedes contarme más sobre el proceso de búsqueda y cómo te sentiste al recibir la oferta de trabajo?"
141,"{""Username"":""Nosakhare"", ""pronoun"":""el"", ""message"":""El viernes pasado pasé un hito importante en un proyecto en el que he estado trabajando para la escuela.""}","2. Nosakhare, eso es genial. ¡Felicidades por alcanzar ese hito importante en tu proyecto escolar! Me imagino que trabajaste muy duro para lograrlo. Cuéntame más sobre el proyecto y cómo te sientes ahora que has alcanzado ese hito. ¡Estoy emocionado de escuchar más detalles!"
142,"{""Username"":""Ivanichka"", ""pronoun"":""el"", ""message"":""Se aprobó una solicitud que hice para tiempo libre remunerado en el trabajo y pude comenzar a tomarlo de inmediato.""}","3. Ivanichka, eso es una gran noticia. Me alegra saber que tu solicitud para tiempo libre remunerado fue aprobada y que has podido comenzar a tomarlo de inmediato. ¿Cómo te sientes ahora que sabes que puedes disfrutar de ese tiempo para ti? ¿Tienes algún plan especial que te gustaría compartir?"
143,"{""Username"":""Savannah"", ""pronoun"":""elle"", ""message"":""Estaba mirando mi cuenta bancaria y me alegro del progreso que estoy haciendo para salir de la deuda.""}","4. Savannah, estoy feliz de escuchar que estás haciendo progresos para salir de la deuda. Es un logro significativo y te felicito por eso. Cuéntame más sobre el progreso que has hecho y cómo te sientes al respecto. ¿Hay algún paso adicional que planeas tomar para seguir en el camino hacia la estabilidad financiera?"
144,"{""Username"":""Hilma"", ""pronoun"":""elle"", ""message"":""Leer el último libro de mi autor favorito me hizo sentir una profunda admiración por su talento.""}","5. Hilma, leer el último libro de tu autor favorito y sentir una profunda admiración por su talento es algo hermoso. ¿Puedes decirme más sobre lo que te inspira de su escritura? Es maravilloso tener un autor favorito que pueda evocar esas emociones positivas en ti."
145,"{""Username"":""Radwan"", ""pronoun"":""elle"", ""message"":""El momento en que mi esposo hizo el pago final de la última deuda de nuestra tarjeta de crédito me hizo muy feliz porque el estrés de estar endeudado desapareció.""}","6. Radwan, me alegra escuchar que el pago final de tu deuda de tarjeta de crédito te hizo muy feliz. Es un logro importante y puedo entender cómo el estrés relacionado con la deuda puede afectar tu bienestar. ¿Cómo te sientes ahora que esa carga ha sido aliviada? ¿Hay algo más que te haya hecho sentir orgulloso o satisfecho recientemente que te gustaría compartir?"
146,"{""Username"":""Stephan"", ""pronoun"":""el"", ""message"":""Leí un artículo sobre una organización benéfica que ha mejorado la vida de muchas personas, lo cual despertó mi admiración por su trabajo altruista.""}","7. Stephan, qué maravilloso leer sobre tu admiración por una organización benéfica que ha mejorado la vida de muchas personas. Es genial ver cómo te importa el trabajo altruista. ¿Hay algo específico en su trabajo que te llame la atención? ¿Tienes alguna experiencia personal con el voluntariado o la ayuda a los demás?"
147,"{""Username"":""Imen"", ""pronoun"":""el"", ""message"":""Quedé admirado por la habilidad y destreza del acróbata que realizó increíbles piruetas en el circo.""}","8. Imen, es genial sentir esa admiración por la habilidad y destreza del acróbata en el circo. ¿Qué es lo que más te impresionó de su actuación? Me encantaría saber más sobre tus gustos en el circo y si te inspira para probar alguna actividad física o artística."
148,"{""Username"":""Fredeswinda"", ""pronoun"":""elle"", ""message"":""He estado cuidando mi dieta y ejercicio y mi ropa durante el último mes me ha quedado mucho mejor.""}","9. Fredeswinda, me alegra que hayas notado los cambios positivos en tu cuerpo después de cuidar tu dieta y ejercicio. Es importante cuidar de nosotros mismos y es gratificante ver resultados. ¿Cómo te sientes ahora que tu ropa te queda mucho mejor? ¿Hay algún consejo o experiencia que quieras compartir con quienes están tratando de hacer cambios en su estilo de vida?"
149,"{""Username"":""Jemma"", ""pronoun"":""el"", ""message"":""Pedí un nuevo iPad el otro día y es una gran mejora con respecto a mi tableta actual.""}","10. Jemma, es emocionante pedir un nuevo gadget y recibir una gran mejora. Me imagino que estás entusiasmado por usar tu nuevo iPad. ¿Hay alguna característica o función específica que te emociona probar? ¡Me encantaría saber más sobre tus experiencias con tecnología!"
150,"{""Username"":""Varduhi"", ""pronoun"":""ella"", ""message"":""Anoche pude dormir más de seis horas, ¡lo cual es genial para una noche de trabajo para mí!""}","11. Varduhi, ¡dormir más de seis horas es definitivamente genial para una noche de trabajo! Me alegra que hayas tenido la oportunidad de descansar adecuadamente. ¿Cómo te sientes después de una buena noche de sueño? ¿Tienes alguna rutina de sueño que te ayude a mantenerte enérgica?"
151,"{""Username"":""Daylo"", ""pronoun"":""elle"", ""message"":""Una amiga cercana que ha estado buscando trabajo durante mucho tiempo acaba de recibir una llamada para una entrevista para un trabajo de su interés.""}","12. Daylo, eso es una excelente noticia para tu amiga. Recibir una llamada para una entrevista en un trabajo de su interés es emocionante. ¿Cómo se siente ella acerca de esta oportunidad? ¿Has estado brindándole apoyo y consejo durante su búsqueda de trabajo?"
152,"{""Username"":""Soledat"", ""pronoun"":""el"", ""message"":""Mi hijo de años hizo un excelente trabajo completando su proyecto de ciencias por su cuenta.""}","13. Soledat, felicidades a tu hijo por realizar un excelente trabajo en su proyecto de ciencias. Es genial ver cómo los niños pueden mostrar su creatividad e ingenio. ¿Puedes compartir más detalles sobre su proyecto y cómo lo ha hecho por su cuenta? ¡Estoy emocionado de escuchar más!"
153,"{""Username"":""Yurima"", ""pronoun"":""el"", ""message"":""Le pedí a mi papá que me prestara algo de dinero, así que cargó cincuenta dólares en una cuenta corriente conjunta que compartimos""}","14. Yurima, es maravilloso cuando alguien cercano está dispuesto a ayudarnos financieramente. Me alegra escuchar que tu papá te prestó dinero y cargó los cincuenta dólares en una cuenta conjunta. ¿Cómo te sientes al recibir ese apoyo? ¿Tienes algún plan en mente para utilizar el dinero prestado?"
154,"{""Username"":""Arlyn"", ""pronoun"":""ella"", ""message"":""Hoy recibimos el correo electrónico que decía que mañana trabajaríamos en voz alta desde casa, lo que significa que nuestro departamento tuvo una semana de producción muy alta.""}","15. Arlyn, trabajar desde casa puede ser una experiencia conveniente y productiva. Me alegra escuchar que tu departamento ha tenido una semana de producción muy alta y que podrán trabajar en voz alta desde casa. ¿Qué te gusta de trabajar desde casa? ¿Cómo planeas aprovechar al máximo el tiempo que ahorras en desplazamientos?"
155,"{""Username"":""Elber"", ""pronoun"":""elle"", ""message"":""Estaba hablando con mis compañeros de trabajo sobre nuestras luchas comunitarias para encontrar un trabajo en este mercado laboral, y estábamos hablando sobre préstamos estudiantiles e infelicidad, y nos dimos cuenta de que teníamos muy buenos trabajos y estábamos agradecidos.""}","16. Elber, es genial cuando podemos tener una perspectiva de gratitud y apreciación por lo que tenemos. Es importante recordar que hay muchas personas luchando en este mercado laboral. ¿Cómo te sientes al reconocer y compartir esa gratitud con tus compañeros de trabajo? ¿Hay alguna lección o consejo que te gustaría compartir con aquellos que pueden estar luchando en su búsqueda de empleo?"
156,"{""Username"":""Cesarina"", ""pronoun"":""elle"", ""message"":""Pasé un tiempo tratando de aprender Python, un lenguaje de programación. Aunque me considero un poco nerd, me faltan conocimientos informáticos. Aunque las funciones que estaba aprendiendo eran bastante simples, me hizo sentir bastante feliz decir que estaba aprendiendo algo que me apasionaba.""}","17. Cesarina, es maravilloso escuchar que estás aprendiendo un nuevo lenguaje de programación y que te apasiona. Aprender algo nuevo siempre es emocionante. ¿Cómo te sientes al aprender las funciones y habilidades de Python? ¿Has considerado cómo puedes usar tus conocimientos informáticos en el futuro?"
157,"{""Username"":""Josephina"", ""pronoun"":""elle"", ""message"":""Mis lilas están floreciendo más este año que en los años desde que compramos nuestra casa.""}","18. Josephina, es hermoso ver cómo tus lilas están floreciendo más este año. ¿Qué te gusta de estas flores en particular? ¿Hay alguna conexión especial o recuerdo que tengas asociado con ellas?"
158,"{""Username"":""Samih"", ""pronoun"":""ella"", ""message"":""Obtener los resultados de la biopsia de que una masa inusual de células fue causada por una infección y no precancerosa o cancerosa.""}","19. Samih, recibir los resultados de la biopsia y descubrir que la masa inusual de células fue causada por una infección y no una condición más grave es una gran noticia. ¿Cómo te sientes ahora que tienes esta claridad? ¿Ha sido un proceso estresante para ti?"
159,"{""Username"":""Abdulaziz"", ""pronoun"":""elle"", ""message"":""Estoy muy feliz de estar orgulloso de mí porque mi md estaba promocionando en una posición alta. Estoy muy feliz.""}","20. Abdulaziz, ¡estoy muy feliz de escuchar que tu md está promocionando en una posición alta! Es un logro increíble y te felicito por ello. ¿Cómo te sientes al respecto? ¿Hay algo específico que te emocione o que quieras compartir sobre este nuevo puesto? ¡Estoy emocionado por ti!"
160,"{""Username"":""Gurmukh"", ""pronoun"":""elle"", ""message"":""Completé el archivo de mi proyecto con éxito y se lo envié a mi gerente y estaba feliz.""}",¡Hola Gurmukh! Me alegra escuchar que completaste tu proyecto con éxito y que lo enviaste a tu gerente. Es genial ver cómo te sientes feliz por ese logro. ¿Puedes contarme más sobre el proyecto y cómo te hace sentir haberlo finalizado? Estoy aquí para escucharte. 😄
161,"{""Username"":""Besay"", ""pronoun"":""el"", ""message"":""Todo lo demás se vuelve más interesante cuando es tiempo de examen disfrutando el momento. cuando escuché el anuncio del calendario de exámenes. En ese tiempo. Me sentí un poco tenso por la preparación. Pero después de completar todos los exámenes, realmente me sentí libre y lleno de felicidad.""}","2. Hola Besay, entiendo que los momentos de examen pueden generar cierta tensión, pero me alegra saber que lograste completar todos los exámenes y te sientes libre y lleno de felicidad. ¡Eso es genial! ¿Cómo te sientes ahora que has terminado con éxito todo el proceso de preparación? Estoy aquí para escuchar más sobre tu experiencia. 😊"
162,"{""Username"":""Sallam"", ""pronoun"":""elle"", ""message"":""Leí un libro escrito por alguien que admiro, lo cual despertó en mí una gran admiración por su talento y creatividad.""}","3. Hola Sallam, es maravilloso que hayas tenido la oportunidad de leer un libro escrito por alguien que admiras. Esos momentos de admiración pueden ser realmente inspiradores. ¿Qué es lo que más te gustó del libro y cómo te hizo sentir? Estoy aquí para escucharte. 😊"
163,"{""Username"":""Vanessa"", ""pronoun"":""elle"", ""message"":""Estoy feliz de que hay ciertas cosas en el mundo que necesitan de mí. Estoy dispuesto a ceder en eso. También me gusta mi privacidad. Este éxito es maravilloso. Siempre me da algo de dinero solo por minutos de trabajo.""}","4. Hola Vanessa, me alegra que encuentres satisfacción en las cosas que haces y que además te brinden tanto éxito como dinero. Tener privacidad y también sentirse necesitada en el mundo puede ser una gran combinación. ¿Qué es lo que más disfrutas de tener tu propio tiempo y espacio? Estoy aquí para escuchar más sobre tu experiencia. 😊"
164,"{""Username"":""Niceto"", ""pronoun"":""elle"", ""message"":""Encontré una muñeca nueva en la caja muy cara para regalársela a mi nieta por su sexto cumpleaños, en una venta de bienes.""}",5. ¡Hola Niceto! Qué hermoso gesto de regalarle una muñeca nueva a tu nieta por su sexto cumpleaños. Ese tipo de detalles pueden alegrar mucho a las personas. ¿Cómo te hizo sentir ver la alegría en el rostro de tu nieta cuando recibió el regalo? Estoy aquí para escuchar más sobre esa linda experiencia. 😊
165,"{""Username"":""Kadir"", ""pronoun"":""elle"", ""message"":""Estoy en el proceso de iniciar una pequeña empresa y acabo de concretar mi primera venta. Definitivamente fue un momento muy feliz y satisfactorio, ya que estoy orgullosa de mi trabajo y de mi nuevo negocio. Me emocioné y mantuve un registro de mi primera factura.""}","6. Hola Kadir, felicidades por iniciar tu propia empresa y por concretar tu primera venta. Eso demuestra tu dedicación y trabajo duro. Me alegra que te sientas orgullosa de tu trabajo y emocionada por esta nueva etapa. ¿Puedes contarme más sobre tu negocio y cómo te sientes al respecto? Estoy aquí para escucharte. 😄"
